Curah Hujan (mm),Debit Aliran Air (L/menit),Kemiringan Tanah (derajat),Kategori,Klasifikasi Curah Hujan,Klasifikasi Debit Aliran,Klasifikasi Kemiringan Tanah
770.4773409466233,22.167250745421526,79.9971214834082,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1116.1829906159596,29.87254768382408,24.735346222232472,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
884.2731752423184,23.64166459687536,9.979215024749095,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1203.4070306614735,20.90473872714611,36.94061038023577,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
853.0749605216085,6.951871354457607,34.747608815878564,Tidak Berpotensi Banjir,Sangat Kering,Aman,Rendah
654.4254246546003,13.080380029868255,74.14419806642648,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
812.6898434860351,27.834803961428925,10.736395798104379,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1384.324226389135,10.025137042022642,7.290912490344548,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1458.532344245065,26.089758981830204,7.438293672534408,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
707.5127340673685,22.408092127012637,72.3429972657789,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1288.4683870244412,14.158109270768866,35.949534236886166,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
773.3487365398707,18.229356742816414,12.048522252418055,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1387.1315434314074,18.570161718820337,47.506407870343246,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
665.5456127962555,22.85134462684716,43.00986845206657,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1165.9599186940568,17.9138985274799,15.872539819911946,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
584.2112647131826,8.326899754604156,48.24305115410968,Tidak Berpotensi Banjir,Sangat Kering,Aman,Sedang
1473.8933239738694,24.336366788047815,27.218498745355646,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1200.6333446405429,15.156812422652969,19.069661418469597,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1341.8157394050852,29.077347255298182,40.83204887192225,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1066.6693393630344,12.087844557325859,23.33194092131101,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
976.8013639288602,11.576969507414615,17.771193740897058,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1121.8823913943652,13.337684891879565,70.37779266397393,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1028.741511699448,19.307925398965637,12.461006125873384,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
969.384355145153,27.371743505024558,22.4471981827866,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1259.450251457643,9.407041003500371,30.891070387986055,Tidak Berpotensi Banjir,Kering,Aman,Rendah
678.2009549392682,11.991969939980505,21.891064824001827,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
671.1720481551586,19.541996078696545,16.85685140622157,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
931.8426506497062,16.358356054037877,61.691687764367046,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
820.747916044946,16.183072181393133,26.32129269788652,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
574.1245179130241,25.518356552410165,9.001036615947076,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1344.4704924187345,28.09695756278403,43.271612996535666,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1271.6028066943497,17.032674151747045,10.039079778912825,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1043.9214998029847,22.183794886181843,28.601568595274234,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1479.324537264369,25.026467775684846,70.54614098178271,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
572.6000665476054,17.9591602596791,29.532895608497576,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1266.669301027875,12.357910223843383,50.600717943060005,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
766.3703916090968,20.952114943057094,41.1700428806905,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
868.5989199435754,19.62772750765148,11.017987662238049,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
719.2793852030676,27.53907049349026,51.92556782326682,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1289.0378914618652,6.310175919246401,68.4827997547045,Tidak Berpotensi Banjir,Kering,Aman,Tinggi
644.240102021566,27.75328467833667,7.456997923627524,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1340.0166977352778,18.36080070413399,60.29440713038333,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1161.5776482298338,5.391902901247848,55.21690252151825,Tidak Berpotensi Banjir,Kering,Aman,Sedang
559.0232452691147,13.617554469194703,69.33284599977168,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1310.9817316001536,23.108339096882993,8.327354570677361,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1127.7557161629793,17.210827198395826,24.455630351734303,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1404.9823195783415,29.503975936024812,55.54331897810993,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1248.7223064086384,15.565251845776213,1.7614383109320197,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1061.1209274297748,13.165880740650195,58.72605421843909,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1336.5471806191977,25.541798360739204,68.63828632008968,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
778.0502383012222,18.697667483950784,36.2643241901406,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1046.9500618445636,22.058164476563974,34.74639227413217,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
793.6168198034102,25.142558450966938,22.27751696554928,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1468.2043910905086,21.785688653140507,0.40414960040698666,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
726.1963008420064,15.560187369216614,14.904281333308482,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
515.7382396704625,8.119911197357517,78.3891294737897,Tidak Berpotensi Banjir,Sangat Kering,Aman,Tinggi
825.8548420037962,19.506204164282515,69.38288616970853,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1002.5093969698047,27.43583316823149,21.32037109991371,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
528.3629342300751,15.472310662960375,77.09990856968372,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1059.2483000339073,27.768130871071012,29.417009276262867,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1374.2827749512303,17.58819549456005,23.806829980094406,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1204.7321944166702,20.521039061061913,12.224610835990815,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1122.9683229783043,25.824711901391073,72.12888556085392,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1455.9617507082512,19.114927741018036,78.95939928534874,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1458.2793338421059,7.2742334823890875,26.192912324214596,Tidak Berpotensi Banjir,Kering,Aman,Rendah
1324.2664697032287,29.524485020009877,56.27443386867415,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1107.741847385851,11.146232547820844,26.82427278476437,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
987.7645594977066,22.762633215754963,8.399259144436417,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
513.3161132464674,17.627835965443467,31.415384550585912,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1106.2619062265414,16.969315920442703,44.125596860894085,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1489.0880753568538,11.098520471672286,9.84134073411954,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1318.101050024029,23.053769142502603,65.4618219831809,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
840.604643884352,7.8197066207746815,39.78904935146316,Tidak Berpotensi Banjir,Sangat Kering,Aman,Rendah
652.0470250444221,29.76133273403713,18.75063620036584,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1284.058614467154,26.134338427680095,47.42076628343547,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1243.9378206317415,18.362723500144803,63.46074448435217,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1467.0467919793232,15.613823901450237,26.209947924158065,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1374.8423619393388,12.161615811496691,56.11810595204755,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1055.6626252724072,17.53978677351919,34.22873439845499,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
601.2842469647421,26.985436550604202,77.12409350764807,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
983.5006583839601,11.87516001751709,61.67520692821853,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
813.695054022317,17.513436470078396,28.508072201761678,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1012.4084820248398,10.863747551675772,1.419836724940966,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
801.7015746396532,13.428727841623788,52.60159163043424,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1361.8229919755959,9.756512723083311,15.829772686788184,Tidak Berpotensi Banjir,Kering,Aman,Sangat Rendah
1344.3270139828223,29.763479848029696,9.75033405193062,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
815.4651571670558,19.287436161561388,74.5421161117435,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1099.581346373995,23.320378100917388,79.99591761719334,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
930.1808576390541,7.456247836300918,21.59110564515081,Tidak Berpotensi Banjir,Sangat Kering,Aman,Rendah
1409.092757028563,14.152938751857894,24.14148417327504,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
687.3609014263228,27.315995076183036,13.199115139053497,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1197.7284017849593,7.110958160598697,36.6147820743699,Tidak Berpotensi Banjir,Kering,Aman,Rendah
1470.3753278372164,9.137080708490329,69.26750078685981,Tidak Berpotensi Banjir,Kering,Aman,Tinggi
675.2755195630901,20.635440258779216,56.12047616999022,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
701.9664284242032,20.56972485260563,67.70652464612701,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1193.7233386722278,25.95567611134824,18.278532453886438,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1279.153924524914,28.387319096785536,58.43648539267841,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
990.5490547939328,8.549661885631593,73.48213027168482,Tidak Berpotensi Banjir,Sangat Kering,Aman,Tinggi
1109.6864651471215,11.484345463174986,22.513289137151233,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
712.6824088118287,15.686535142331396,55.25228348729481,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
976.6142285673261,5.0225821380312405,32.05259293518836,Tidak Berpotensi Banjir,Sangat Kering,Aman,Rendah
612.0718808749151,6.745357573992373,23.218131612713808,Tidak Berpotensi Banjir,Sangat Kering,Aman,Rendah
821.4219252756648,10.662281948525541,77.56987750034796,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
784.7797050309543,17.02754910039529,27.89065839746342,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
944.62536010242,11.28806845421532,8.627974500854982,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1430.1263622436968,26.9170473055762,31.08713676962685,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
681.2676621478424,13.106821888550279,35.814263276798584,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
901.3882466247205,28.115570303565715,60.17686603993903,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1115.5972191096448,29.36968151836775,75.99314135576022,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1446.5570860740017,16.24653834768947,65.36455870353701,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
633.1481915357682,10.67822042248309,74.47530490040849,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1417.8766169931137,12.291653335575083,38.00481039799449,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
581.0537886340616,24.408342041486154,57.54532545891473,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
980.7413971602645,11.833742694814777,24.723966800992194,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
954.5898672304827,14.514571698007115,5.566968681521436,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
709.6027288771955,16.964396462046246,29.237882026079483,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
847.4596681158475,19.377777911749604,55.83321826626381,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
954.1652683483981,29.902511007530954,21.969768819843498,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1365.2114629106293,10.805243879089808,68.91247165132168,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1455.0641453735598,13.83559258120422,63.26182799863215,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1018.9256786371652,11.572279425262774,15.523403934768236,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1370.0997902944218,14.027835916092759,26.466940999264537,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1108.1715856767794,7.520112922365514,66.02420940392734,Tidak Berpotensi Banjir,Kering,Aman,Tinggi
849.0873419876755,13.99524418102618,19.51502316090395,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
694.1942076134691,27.19662578660971,26.52817165337045,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
913.1347717827648,12.464746196161226,27.445354593846936,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1022.8242829238477,14.298369496226721,64.08336222606134,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
544.4433882595562,28.611854110948364,2.9624212484013412,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
645.8411658708508,23.209474908171703,5.902958649713144,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1100.18442398144,17.91846787045121,46.276123853035,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
725.0015946771621,24.429818210086015,31.768959279685333,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1337.3263760812974,8.079491221362598,50.63082556885661,Tidak Berpotensi Banjir,Kering,Aman,Sedang
826.9422497741906,16.612258830521057,21.31690209435063,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
604.8342072532508,7.955903218396658,72.76661419852486,Tidak Berpotensi Banjir,Sangat Kering,Aman,Tinggi
583.5305885553171,10.8404536254895,60.875350973956486,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1437.1230205317797,8.546681493506465,5.419697644031682,Tidak Berpotensi Banjir,Kering,Aman,Sangat Rendah
618.0203112418792,14.045030979228482,62.71243818280273,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
640.90976416206,14.540983009898147,77.56658978498011,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1362.6660579327531,28.682714545831022,75.39484964699784,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
754.288130277344,11.603143279688231,58.83870384203582,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1165.951410754416,16.81072113291292,9.887500278497248,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1316.7256870298913,25.284485099087167,46.08614126723633,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1107.1806401301922,25.39043966091654,22.7386183072391,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1457.4885434478492,23.758579675875506,77.61703549089978,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1208.8828992608414,12.195844053501823,57.39885802892875,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
612.7515099036583,17.374290485283925,48.86124718299354,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1058.4100265458799,9.655289879668082,55.6070434083781,Tidak Berpotensi Banjir,Kering,Aman,Sedang
1218.1865260891839,9.709988069570105,35.03833032877444,Tidak Berpotensi Banjir,Kering,Aman,Rendah
1301.957240373445,15.896030328457773,29.81894011500853,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
526.3213352840916,23.464805531073527,74.86396635519714,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1218.8789152714244,18.164606499945947,26.554170783414932,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1325.6808210194495,27.167080521186307,3.3148905386175453,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1246.8338109353565,25.772719944439398,32.06721233235659,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1012.3491456555981,5.790136070510139,63.22722820973378,Tidak Berpotensi Banjir,Kering,Aman,Tinggi
958.0209630888029,19.2104760716554,51.87746864391356,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1049.418583299816,20.229031608891077,76.97366203822997,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1204.643698826602,29.039378607502037,8.49614940953101,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1422.9142906324855,5.580915667721543,72.92370417835068,Tidak Berpotensi Banjir,Kering,Aman,Tinggi
1117.035210641125,18.277594274215723,29.50793551312497,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1387.8343062834697,10.11953404839631,37.920206833752985,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1201.2568474457273,6.341572657289728,34.27857235913876,Tidak Berpotensi Banjir,Kering,Aman,Rendah
568.3363774388475,19.68721311829308,9.316182487395315,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1000.8281900016218,24.315103590820062,19.8237164580151,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
786.4863483152424,24.371636230629697,59.38172553838336,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
785.1749281325723,5.75721025389767,1.840603347655616,Tidak Berpotensi Banjir,Sangat Kering,Aman,Sangat Rendah
855.9275512159842,15.173660006789733,10.711021950901962,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
814.7327720004757,6.112740678715513,2.016813503308006,Tidak Berpotensi Banjir,Sangat Kering,Aman,Sangat Rendah
1078.6099801171003,11.195966174769243,68.59104458588394,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1183.6015003535572,9.82201756894871,49.38598622254237,Tidak Berpotensi Banjir,Kering,Aman,Sedang
768.7493870767355,10.37956448105393,13.594292969484707,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
629.7626225683814,13.477960350863215,61.501777844300285,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
558.8087209344621,11.935451045899956,77.3440477961243,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1075.7528450305522,29.056997783189956,74.76482996240145,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
686.1301663330024,13.810178000234552,73.72380382497323,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
509.2479942236994,27.354312882324297,0.6248172324594581,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1427.7530793237042,9.526041788023127,47.12107911882228,Tidak Berpotensi Banjir,Kering,Aman,Sedang
1037.1404190832407,24.093671679705356,20.530609331122342,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
592.4481802469728,6.533638400616069,45.1717771447887,Tidak Berpotensi Banjir,Sangat Kering,Aman,Sedang
1342.9211121274852,16.56903073673353,25.44242313284437,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1483.202738290118,5.137761005888148,12.293323421809008,Tidak Berpotensi Banjir,Kering,Aman,Sangat Rendah
948.6006620177172,25.257269076735902,35.559497868667734,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
542.4896082381582,28.762150900944597,39.60770617410987,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
617.5459407560635,5.877684270678642,79.18124054780996,Tidak Berpotensi Banjir,Sangat Kering,Aman,Tinggi
881.6537466454322,28.346159036832862,3.391030731083209,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1385.522637448877,24.346347287283823,24.092415911782126,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
648.0386792777621,13.971539469819884,68.15150760706581,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1323.9900940026955,27.72191378057013,52.77563985008342,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
514.9762602190194,12.406431781272524,66.13464254767167,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
957.388698785811,15.232382805869051,52.82327348478223,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1144.397140950568,7.417781554800541,60.76290473169063,Tidak Berpotensi Banjir,Kering,Aman,Tinggi
560.3794820255964,21.4234740475036,39.43373999976458,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1114.7627506164868,5.740020718556797,16.3902154318078,Tidak Berpotensi Banjir,Kering,Aman,Sangat Rendah
1444.4041214695562,17.12263187997593,64.800308866976,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
660.259920136595,22.079796256313344,45.42565237311753,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1229.611383035353,25.530940023727773,11.160415502946375,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1109.0938979435434,8.748534740541555,64.39152214966929,Tidak Berpotensi Banjir,Kering,Aman,Tinggi
685.1163888792305,23.852259156217936,76.68687282900626,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
506.20341470936603,22.97692558887574,27.693109810277264,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
509.28445050592705,18.989263352994605,23.48098016691548,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1032.0924091720285,19.6161149446966,6.542014256605286,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1442.7794095611935,7.2817680214194525,53.15929811595325,Tidak Berpotensi Banjir,Kering,Aman,Sedang
1144.2986274656123,20.011776081009508,76.71692947971974,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1214.2998462937437,14.538055176770808,10.87941519932861,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
993.8654869205371,26.689521283541175,38.81277050554524,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1081.88894263457,12.827472043399755,7.859054772259828,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
626.3675253306035,19.414876934088117,2.728792296785265,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1376.8206204006308,15.66428499252986,53.16008405341164,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1260.7926286668019,26.906548456257827,69.41497402747983,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1498.1989528446097,11.347916674729726,27.005642890082378,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
797.7229475556213,6.970059007736511,70.06121395280795,Tidak Berpotensi Banjir,Sangat Kering,Aman,Tinggi
727.0177717960579,23.71639302457849,9.364247932082552,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
625.1616579613429,15.322415422708037,19.036854553398097,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1464.2097566160448,19.727458978157287,72.12853815253749,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1280.8851846280236,5.659733292833778,40.680791495253615,Tidak Berpotensi Banjir,Kering,Aman,Sedang
666.3246137196387,28.80274478493505,48.65539070376193,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1052.686471108214,26.94045943462441,3.041458603400633,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
913.7682080672768,20.596697514431938,10.271192811831114,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
651.4860078061928,5.425746052815451,4.463265000068253,Tidak Berpotensi Banjir,Sangat Kering,Aman,Sangat Rendah
662.0729850299655,14.449411849571915,72.40005919597354,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1463.4699947451857,29.469913443553722,10.783597109675762,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
804.9641829577222,22.033258968505866,67.97382612870037,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1441.4392916839433,9.024696532835478,28.08277594979625,Tidak Berpotensi Banjir,Kering,Aman,Rendah
575.6106730650844,16.514918716362516,64.0477997092624,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
960.8030422931906,29.16844359608715,29.203483796539793,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
629.6190485167601,18.367704360414834,21.41472317543012,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
504.78738524117216,5.615363200745614,7.492856095124578,Tidak Berpotensi Banjir,Sangat Kering,Aman,Sangat Rendah
1053.7660737060764,20.494302106899443,22.456527245930697,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
613.8941048113634,11.780413273278995,37.71837733738239,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1222.0245309336797,7.471148796922609,65.40070391174365,Tidak Berpotensi Banjir,Kering,Aman,Tinggi
1198.1163757068996,15.072711118297326,36.201196381495826,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
676.3329074644892,18.96307743580612,77.7148459950094,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1441.7421432655167,5.4260179511950675,43.330640868385835,Tidak Berpotensi Banjir,Kering,Aman,Sedang
1221.0434084324897,18.976170215898687,1.995650384915475,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
797.9702641569299,17.780078670990935,33.2293840153018,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1209.2337639507905,24.847709577469004,55.111928590921096,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1231.930277681536,15.58874542038493,18.743331699985983,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
842.2263312509606,18.836260741747154,55.8903960678527,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
875.5885624614592,23.550232601428156,40.2957844145213,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
859.1065076533001,27.428646794548637,2.0590220466492237,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1116.618443552074,14.500864400592187,61.94823595841646,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1400.4101465401793,20.040837394578663,44.82989630512601,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
673.1932362285876,22.365272585409546,6.59948024648747,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1375.1996098363184,6.081766911054904,38.01712267698184,Tidak Berpotensi Banjir,Kering,Aman,Rendah
527.6531565053425,25.01901271215337,22.983430541979732,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1160.3385959782224,14.435754630384846,70.37452340703464,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
914.4388731896942,21.755973536090245,22.794164224579898,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
